Wavenumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
400.0,0.3183792748909186,0.7391607666246478,0.5576273848342496,1.2211774958105825,0.7356883595640991,0.910292216121114,0.6730080499269351,0.4607537897383598,0.4168948036127491,0.5583685325892596,1.9798216057578155,0.35359541065535477,1.5681499841300701,1.5414138953683423,0.5022270604004052,0.7191052983241517,0.5798299375181836,0.4547186950981996,1.023964803972912,0.8273550811186419,1.3356312241596457,0.5866359480652299,0.5296146831168391,1.025155319646158,1.1481997740666712,0.6141031613277417,0.5309635575433317,0.330282835662776,0.36094925426342206,1.5639806029208045,0.47165990086233694,0.5849527797217509,0.5301128916350514,0.5581519449002166,0.6740347790714792,0.530318598928881,0.35886799896811483,0.4182277268045863,0.5482903805129089,0.6732692068745599,1.8949203038185483,1.2758919653765703,2.3244868519773343,0.911433829179216,0.37784946328827984,0.35564608756981597,0.7746008354270344,0.7793136191460311,0.31654348067897314,0.5873716582545546,1.4885900607092555,0.656087036333508,1.268535094908452,0.6907891906267186,0.4851242592297801,0.6217571943315501,0.4847298465452527,0.39116603586886844,1.4972231401571339,0.5057654282117281,0.4556030535718117,0.6606592390928702,0.3715156065987322,0.4018697036243781,0.4206532388969412,0.6915923386989563,0.3457471949711623,0.6148733186196285,0.7399549848927472,1.9226624387895566,1.2783549374921475,1.6104764550339552,0.32837840479734864,0.3983797425119458,0.43187566493585877,0.8276761315542353,0.8329392925028816,0.6527342388697993,1.4980107750294716,0.6568498378445932,0.615391728653506,0.8339077118066894,1.8898485769862234,1.8908427578820088,0.4940341222922497,1.2319113864469946,1.29707039225048,0.41945108598673386,0.3332862908530913,1.2390558576836732,0.7565250870849735,0.5326861839663961,0.5518616209532623,0.5103684722058686,2.3232646665729124,1.5673254709602416,0.44034888192811766,0.5832533696032799,0.3722979940298201,1.2141361122929677
401.0,0.3202706580330957,0.7421930479030554,0.5601722172359254,1.2257356754122657,0.738704048052292,0.9143273310752006,0.676422546462403,0.4631856969949488,0.41933046811793473,0.5609147645555093,1.9868433057493824,0.3555912296147487,1.572644193879011,1.5471673926279321,0.5048644765808538,0.7229008121803463,0.583120299593344,0.45720294105300363,1.0283347776842482,0.8315526550679996,1.3403682174968956,0.5892363696053915,0.532031674539166,1.029526970339628,1.1529064039810688,0.6168253386744671,0.5339131285771219,0.33221247875864707,0.36303198120863744,1.5697218752365285,0.47433643021991717,0.5880402223895042,0.5328024116669311,0.5609837206603036,0.677717205572426,0.5327369196079275,0.36093871678342565,0.4205510357605123,0.5512858328101868,0.6763394006200527,1.901993302711267,1.2804170855068235,2.331148671048956,0.9154708611365356,0.3800297067688533,0.35765348128312957,0.7777760315436699,0.7834061392646026,0.3184239579912209,0.5899733152035104,1.492859576562052,0.658887018412972,1.2730341229215398,0.6937372710601493,0.48768479640308954,0.6251658932293785,0.48731817814165596,0.3933857865340769,1.5015174170711079,0.5085382180940528,0.45823194598477096,0.6634765403987098,0.3736238469347088,0.4042570750481219,0.4229900218853277,0.6945415504614386,0.3477671869769658,0.6175967892189214,0.7429881628691452,1.9297204090813171,1.283126538197023,1.616188223446747,0.3302969214540766,0.4005638050392441,0.4342351135029856,0.8314504406366123,0.8364940268035665,0.6563602617415787,1.502303970640407,0.6596508944202056,0.6186777607944841,0.8374638102405032,1.8952689668382041,1.8962617828746353,0.49696901122584614,1.2364336540027587,1.3018318543304226,0.42175066927669175,0.33526623151428614,1.2436043521343523,0.7605647347368144,0.535117192732735,0.5549765253125101,0.5130937074102478,2.3299281635194453,1.5718208126405215,0.44279507675343976,0.5858387969550991,0.3743993770586662,1.2186680091545679
402.0,0.3221707345565425,0.7452332471661002,0.5627252493038034,1.2303011589565884,0.7417276015948638,0.9183747608541214,0.6798492676592124,0.46562694800395704,0.42177708882988446,0.5634691916737745,1.9938749554577684,0.3575956317925611,1.577141722414567,1.552930109185056,0.5075118036009745,0.7267109089700305,0.5864247815579327,0.4596971908343237,1.0327171354906703,0.835765257270997,1.34511192313207,0.591844727409111,0.5344564537131986,1.0339109953966457,1.1576253090029134,0.6195558238730317,0.53687484765514,0.3341508018548607,0.36512384409086934,1.57547199429705,0.47702444533429783,0.5911395274750441,0.5355015607821088,0.5638256348110148,0.6814144608610788,0.5351630237512655,0.3630185178573859,0.4228839134502061,0.5542933475141927,0.6794194759100377,1.9090776352465175,1.2849486177116347,2.337815409596349,0.9195201998743286,0.38221951394531345,0.35966950799324493,0.7809595087179211,0.7875140381887835,0.3203130785581747,0.5925829032318523,1.4971322547645736,0.661694935378685,1.2775395260367746,0.696693706076655,0.49025517154425025,0.6285885655615511,0.4899164641658088,0.3956150627874228,1.5058148746748568,0.5113223745999871,0.4608723701040651,0.6663018163377092,0.3757411343359483,0.4066554195685146,0.42533642910136255,0.6974991102418867,0.3497962653943133,0.6203285622431507,0.746029251513312,1.9367892550219803,1.287905784826564,1.6219080854092938,0.3322240680617385,0.4027568207933434,0.4366040633492,0.8352368974875722,0.8400588348874118,0.6600012186785876,1.5066003365973937,0.6624598796467592,0.6219764306398337,0.8410299745414044,1.9006933714705365,1.901684809591395,0.4999173898157238,1.2409628899350034,1.3066006533624495,0.42405967935296435,0.3372552725944683,1.2481598553746176,0.7646199184122237,0.5375560344158529,0.5581048256285115,0.5158294235580196,2.3365965959922677,1.57631948393545,0.44525134642781194,0.5884321148094991,0.37650979729473627,1.2232071678438312
403.0,0.32407952595580564,0.7482813598817787,0.5652864873589476,1.2348739014500505,0.7447590156489292,0.9224345107505637,0.6832882239175676,0.46807755529821576,0.42423469158082583,0.5660318202226902,2.000916484438226,0.35960863542104904,1.5816425246184387,1.558701988247309,0.5101690522241431,0.7305356082533809,0.5897434119829684,0.4622014601906275,1.0371118768785843,0.8399929005130116,1.349862293541592,0.59446102488725,0.5368890266424589,1.0383073942423195,1.1623564820420553,0.6222946204939989,0.5398487352857989,0.3360978254168707,0.36722486243892283,1.5812309030795577,0.47972396944643814,0.594250710889503,0.5382103471725851,0.5666776959776474,0.6851265682815736,0.5375969173221193,0.36510742160619647,0.42522637602767066,0.5573129436141027,0.6825094403151625,1.9161732316071787,1.2894865165930307,2.344487000740135,0.9235818506223851,0.38441890526083466,0.36169418603815706,0.7841512621666171,0.7916373326202729,0.32221086375044217,0.5952004257099077,1.501408052447967,0.6645107869015708,1.2820512591179511,0.6996584953297543,0.49283539784898767,0.6320252363512403,0.49252471657062147,0.3978538839035442,1.5101154698509098,0.5141179180845117,0.4635243505796501,0.6691350665393803,0.37786748710881723,0.4090647643167412,0.42769247679273364,0.7004650176524656,0.3518344516468833,0.6230686412204478,0.7490782462560162,1.9438689065111767,1.2926926302806043,1.6276359836186507,0.33415986496778327,0.4049588058073916,0.43898252943183746,0.8390355114140078,0.843633716336637,0.6636571348926189,1.5108998298001544,0.6652767931559022,0.6252877533644442,0.8446062042417495,1.9061217364588072,1.9071117836295777,0.5028792914153083,1.245499049328177,1.3113767420553093,0.4263781330967345,0.33925343659459256,1.25272232222843,0.7686906567662859,0.5400027150540893,0.5612465503566215,0.5185756332343144,2.3432698970853227,1.5808214397087286,0.44771770795966453,0.591033326557674,0.3786292739346389,1.2277535436266929
404.0,0.32599705364591497,0.7513373813552066,0.5678559376015125,1.239453857559555,0.7477982855097686,0.9265065858558882,0.6867394254143446,0.4705375312655007,0.4267033020971296,0.5686026563599645,2.0079678217742947,0.36163025864110226,1.586146555183811,1.5644829725936358,0.5128362330384899,0.7343749293641832,0.593076219270869,0.4647157647222809,1.0415190011063316,0.8442355973048741,1.3546192808836568,0.5970852653209251,0.5393293992156333,1.0427161660737878,1.1670999157557695,0.6250417319721124,0.5428348118022819,0.33805356982626644,0.3693350556766578,1.5869985441475252,0.4824350256601493,0.5973737883598568,0.5409287788544502,0.5695399126002832,0.6888535509585128,0.5400386061688617,0.3672054473417181,0.4275784395088848,0.5603446399205143,0.6856093012602642,1.9232800214491725,1.2940307364490446,2.3511633773214986,0.9276558184091953,0.3866279010487324,0.3637275336639638,0.7873512869361938,0.7957760389888393,0.3241173348595729,0.5978258858782771,1.5056869265639552,0.6673345725064254,1.2865692767266224,0.702631638319108,0.49542548836029915,0.6354759304427067,0.4951429471360862,0.40010226904333707,1.5144191593013316,0.516924868757072,0.46618791192901643,0.6719762904863205,0.3800029234516539,0.4114851363236182,0.4300581810683047,0.7034392721515473,0.3538817670705631,0.625817029543143,0.7521351423652531,1.9509592929399417,1.2974870271034808,1.6333718603881608,0.33610433243627874,0.40716977599990184,0.4413705265675711,0.8428462915435614,0.8472186705479433,0.667328035380049,1.5152024069683276,0.6681016344332154,0.628611743923677,0.8481924986884548,1.9115540071508141,1.912542650359164,0.5058547492546379,1.2500420869408553,1.3161600727746399,0.4287060472684871,0.341260745932374,1.2572917071919876,0.7727769681842106,0.5424572405702818,0.564401727809597,0.5213323488421994,2.349947999612524,1.585326634635145,0.45019417821210317,0.593642435461822,0.38075782607878295,1.2323070914314493
405.0,0.3279233389612353,0.7544013067280677,0.5704336061100407,1.24404098161258,0.7508454063102832,0.9305909910591178,0.6902028821016556,0.4730068881473965,0.429182945997892,0.5711817061216808,2.0150288960782645,0.36366051950118283,1.5906537686159108,1.5702730045745459,0.5155133564556524,0.7382288914080611,0.5964232316536128,0.46724011988025677,1.0459385072032379,0.8484933598811051,1.359382836998544,0.5997174518608575,0.5417775772059058,1.0471373098592704,1.1718556025479023,0.6277971616056149,0.5458330973609309,0.34001805537964946,0.37145444312177056,1.592774859650985,0.4851576369405998,0.600508775427484,0.543656863666753,0.572412292932599,0.6925954317950523,0.5424880960243499,0.3693126142702601,0.4299401197705335,0.5633884550638909,0.6887190660235267,1.9303979339017285,1.2985812312740133,2.3578444719030123,0.9317421080609406,0.38884652153118765,0.3657695690237993,0.790559577902119,0.7999301734503838,0.3260325130969164,0.6004592868471829,1.509968833885374,0.6701662915713062,1.2910935331223965,0.7056131343898777,0.4980254559672589,0.638940672499572,0.4977711674679845,0.40236023725271547,1.5187258995482618,0.5197432466801738,0.46886307853565096,0.6748254875136015,0.3821474614535909,0.4139165625181436,0.4324335578968373,0.7064218730430705,0.35593823291227294,0.6285737304670842,0.7551999349456973,1.9580603431910504,1.3022889274842122,1.6391156576478314,0.338057490646795,0.40938974717364635,0.44376806943118624,0.8466692468235886,0.8508136967317405,0.6710139449198567,1.5195080246420025,0.6709344028176044,0.6319484170517226,0.8517888570422238,1.9169901286672475,1.9179773549234997,0.5088437964385816,1.2545919572059554,1.3209505975431972,0.4310434385068443,0.34327722294108587,1.261867964433941,0.7768788707793136,0.5449196167710961,0.5675703861559409,0.5240995826013157,2.3566308361085926,1.589835023201137,0.4526807739015722,0.5962594446544964,0.3828954727302605,1.236867765848929
406.0,0.32985840315431303,0.7574731309780651,0.5730194988407632,1.2486352275973633,0.7539003730204499,0.9346877310459243,0.6936786037054143,0.4754856380381598,0.4316736487935111,0.5737689754215975,2.0220996354916596,0.36569943595626253,1.5951641192325798,1.5760720261123482,0.518200432709529,0.7420975132607006,0.5997844771908961,0.4697745409648396,1.0503703939686622,0.85276620019815,1.3641529134089443,0.6023575875267184,0.544233566270293,1.0515708243371211,1.1766235345680214,0.6305609125555637,0.5488436119396287,0.3419913022875059,0.3735830439845719,1.5985597913268204,0.4878918261128161,0.6036556874467217,0.546394609270371,0.5752948450406759,0.6963522334709807,0.5449453925052619,0.37142894149136535,0.43231143254873305,0.5664444074929982,0.6918387417356379,1.937526897567673,1.3031379547588895,2.3645302167694835,0.9358407242004817,0.3910747868179681,0.36782031017676514,0.7937761297683181,0.8040997518850073,0.32795641959247557,0.6031006315958183,1.5142537310067086,0.6730059433269244,1.2956239822632476,0.7086029827320847,0.5006353134038202,0.6424194870030924,0.5004093889965936,0.40462780746136795,1.5230356469344548,0.522573071767978,0.47154987464749476,0.677682656808158,0.3843011190933742,0.4163590697260412,0.43481862310570957,0.7094128194759006,0.3580038703287855,0.6313387471109552,0.7582726189381539,1.9651719856393781,1.3070982832566937,1.6448673169447277,0.3400193596932834,0.4116187350145498,0.4461751725543497,0.8505043860201223,0.8544187939113727,0.6747148880716328,1.5238166391822623,0.6737750975006922,0.6352977872599589,0.8553952782767764,1.9224300459023713,1.9234158422399845,0.5118464659450495,1.259148614230966,1.3257482680410952,0.43339032332739996,0.34530288986835195,1.2664510477956255,0.7809963823909988,0.5473898493463569,0.5707525534182453,0.5268773465465181,2.3633183388298944,1.5943465597053588,0.4551775115965121,0.5988843571379571,0.3850422327937287,1.2414355211326766
407.0,0.3318022673947201,0.7605528489183728,0.5756136216268997,1.2532365491631037,0.7569631804467787,0.9387968102976185,0.6971665997239028,0.4779737928835824,0.4341754358842635,0.5763644700504496,2.029179967685744,0.36774702586675717,1.5996775611648508,1.5818799787014046,0.5208974718550319,0.7459808135660769,0.6031599837682896,0.47231904312433254,1.0548146599710508,0.8570541299326181,1.3689294613203014,0.6050056752064796,0.5466973719489797,1.0560167080148848,1.18140370371057,0.6333329878451495,0.551866375336181,0.3439733306730786,0.3757208773667632,1.6043532804990739,0.4906376158601826,0.6068145395834227,0.5491420231468814,0.5781875768018115,0.7001239784408029,0.5474105011114317,0.37355444799659365,0.43469239343775795,0.5695125154733464,0.6949683353789455,1.9446668405237395,1.3077008602915683,2.3712205439288128,0.9399516712463533,0.3933127169051465,0.3698797750868588,0.7970009370666041,0.8082847898950752,0.32988907539375745,0.6057499229716987,1.518541574344644,0.6758535268560377,1.3001605778058385,0.7116011823799714,0.5032550732476189,0.6459123982504271,0.5030576229753928,0.40690499848151407,1.5273483576238347,0.525414363784893,0.4742483243753982,0.6805477974081798,0.3864639142381817,0.4188126846683017,0.4372133923796349,0.7124121104431945,0.3600787003855453,0.6341120824555966,0.7613531891190133,1.9722941481522784,1.3119150458999074,1.6506267794433842,0.3419899595829548,0.4138567550905801,0.4485918503243816,0.8543517177168358,0.8580339609223495,0.6784308891735937,1.5281282067717379,0.6766237175262146,0.6386598688353092,0.8590117611780816,1.927873703524723,1.9288580570007683,0.5148627906231988,1.2637120117981913,1.3305530356060637,0.43574671812155263,0.34733776887493684,1.2710409107913057,0.7851295205827388,0.5498679438683791,0.573948257471527,0.5296656525265114,2.370010439755302,1.5988611982592607,0.4576844077160192,0.6015171757835234,0.3871981250742874,1.2460103111991523
408.0,0.3337549527678939,0.7636404551970941,0.578215980177958,1.257844899620174,0.7600338232317754,0.9429182330901417,0.7006668794263398,0.480471364479854,0.4366883325588717,0.5789681956752509,2.0362698198620457,0.3698033069974609,1.6041940483575305,1.5876968034083978,0.5236044837668415,0.7498788107346791,0.6065497790953858,0.4748736413537598,1.0592713035469947,0.8613571604795217,1.3737124316211633,0.6076617176557625,0.5491689996646537,1.0604749591683553,1.186196101614027,0.6361133903590165,0.5549014071666974,0.34596416057123225,0.37786796226020886,1.6101552680792728,0.4933950287229354,0.6099853468135115,0.5518991125974337,0.581090495903332,0.7039106889318166,0.5498834272251882,0.37568915266830133,0.43708301788876436,0.5725927970856249,0.6981078537866179,1.9518176903209001,1.3122699009572236,2.3779153851128543,0.9440749534117554,0.3955603316738163,0.37194798162190124,0.8002339941561111,0.8124853028032842,0.33183050146461945,0.6084071636900126,1.5228323201386196,0.6787090410928465,1.3047032731058572,0.7146077322113652,0.5058847479187759,0.6494194303529054,0.5057158804797708,0.4091918290066548,1.5316639876020512,0.5282671423441652,0.47695845169157175,0.6834209082025066,0.38863586464243655,0.421277433959718,0.4396178812593785,0.7154197447817651,0.36216274405548077,0.636893739343326,0.7644416400997104,1.979426758089984,1.316739166538144,1.65639398592623,0.3439693102351517,0.41610382285063796,0.4510181169830234,0.8582112503140094,0.8616591964115786,0.6821619723405887,1.532442683415163,0.679480261789418,0.6420346758386007,0.8626383043435929,1.9333210459778165,1.9343039436734535,0.5178928031916343,1.2682821033650067,1.335364851233717,0.43811263915533555,0.349381882033531,1.2756375066084327,0.7892783026400576,0.5523539057912995,0.5771575260415646,0.5324645122024909,2.376707070587057,1.6033788927876718,0.4602014785285016,0.6041579033309279,0.3893631682763569,1.250592089627944
409.0,0.33571648027397416,0.7667359442967193,0.5808265800790359,1.2624602319403484,0.7631122958534041,0.9470520034930572,0.7041794518514493,0.4829783644724244,0.4392123639930716,0.5815801578385968,2.043369118752896,0.37186829701647417,1.6087135345697923,1.59352244087262,0.5263214781381613,0.7537915229417338,0.6099538907039467,0.47743835049357036,1.0637403228002864,0.8656753029505176,1.378501774883549,0.6103257174971889,0.5516484547218424,1.0649455758406376,1.1910007196600687,0.6389021228425816,0.5579487268639681,0.3479638119273185,0.38002431754570604,1.615965694566772,0.49616408709665516,0.6131681239215395,0.5546658847416222,0.5840036098414053,0.7077123869421909,0.5523641761106914,0.3778330742784175,0.4394833212085122,0.5756852702241397,0.7012573036418014,1.9589793739847177,1.3168450295386578,2.384614671778296,0.9482105747035502,0.39781765088880305,0.3740249475524591,0.8034752952227282,0.8167013056507304,0.3337807186841131,0.6110723563329737,1.5271259244513888,0.6815724848223901,1.309252021218363,0.7176226309470431,0.5085243496786994,0.6529406072342907,0.5083841724057321,0.4114883176103226,1.535982492677044,0.5311314269064656,0.4796802804280324,0.6863019879300207,0.3908169879466202,0.42375334410741716,0.4420321051404718,0.7184357211714476,0.36425602221781617,0.6396837204772607,0.7675379663261845,1.9865697423060282,1.321570595941243,1.66216887679403,0.3459574314802197,0.4183599536234445,0.45345398662520636,0.862082992027496,0.8652944988365994,0.685908161462106,1.5367600249399413,0.6823447290364566,0.6454222221029222,0.8662749061814826,1.9387720174808527,1.9397534465018091,0.5209365362366023,1.2728588420641285,1.340183665577839,0.440488102568246,0.35143525132753345,1.2802407881079159,0.7934427455685117,0.554847740450409,0.5803803867032254,0.5352739370467788,2.3834081627516452,1.6078995970293903,0.46272874015033366,0.6068065423876701,0.3915373810025497,1.2551808096619936
