Wavenumbers	y	baseline_poly	y_poly	baseline_exp	y_exp	baseline_gaussian	y_gaussian	baseline_sigmoidal	y_sigmoidal
321.0	3.1193894102105356e-31	750.0933017963355	750.0933017963355	600.0	600.0	12.986068824629788	12.986068824629788	9.518065526688254	9.518065526688254
322.0	6.963220246136886e-31	748.849395951083	748.849395951083	599.9992048540319	599.9992048540319	13.082072467195552	13.082072467195552	9.565318672091674	9.565318672091674
323.0	1.5476170882217744e-30	747.6103247761757	747.6103247761757	599.9968178177203	599.9968178177203	13.17870348005816	13.17870348005816	9.612804132500855	9.612804132500855
324.0	3.4247568766050504e-30	746.3760715668232	746.3760715668232	599.9928377602375	599.9928377602375	13.275965284957044	13.275965284957044	9.660523027407903	9.660523027407903
325.0	7.545861366290888e-30	745.146619678443	745.146619678443	599.9872640124779	599.9872640124779	13.373861317024634	13.373861317024634	9.708476481474067	9.708476481474067
326.0	1.6553915855711105e-29	743.9219525262617	743.9219525262617	599.9800960958191	599.9800960958191	13.472395024799074	13.472395024799074	9.756665624551355	9.756665624551355
327.0	3.6158092406205757e-29	742.7020535849203	742.7020535849203	599.9713336461767	599.9713336461767	13.571569870236482	13.571569870236482	9.805091591704212	9.805091591704212
328.0	7.86363094377069e-29	741.4869063880852	741.4869063880852	599.9609763797162	599.9609763797162	13.671389328722961	13.671389328722961	9.853755523231264	9.853755523231264
329.0	1.7027605560133727e-28	740.2764945280618	740.2764945280618	599.9490240741034	599.9490240741034	13.771856889086271	13.771856889086271	9.902658564687131	9.902658564687131
330.0	3.6711056682058677e-28	739.0708016554125	739.0708016554125	599.9354765570238	599.9354765570238	13.872976053607141	13.872976053607141	9.951801866904317	9.951801866904317
331.0	7.88048660157007e-28	737.8698114785798	737.8698114785798	599.9203336985993	599.9203336985993	13.97475033803023	13.97475033803023	10.001186586015145	10.001186586015145
332.0	1.6843100124149902e-27	736.6735077635104	736.6735077635104	599.9035954060939	599.9035954060939	14.07718327157483	14.07718327157483	10.050813883473756	10.050813883473756
333.0	3.584296031074906e-27	735.4818743332879	735.4818743332879	599.8852616200602	599.8852616200602	14.18027839694511	14.18027839694511	10.100684926078234	10.100684926078234
334.0	7.594489011029306e-27	734.2948950677649	734.2948950677649	599.8653323114402	599.8653323114402	14.284039270340052	14.284039270340052	10.150800885992721	10.150800885992721
335.0	1.6021607584134292e-26	733.1125539032009	733.1125539032009	599.8438074793253	599.8438074793253	14.388469461463142	14.388469461463142	10.201162940769635	10.201162940769635
336.0	3.365320789670014e-26	731.9348348319045	731.9348348319045	599.8206871491861	599.8206871491861	14.493572553531513	14.493572553531513	10.25177227337196	10.25177227337196
337.0	7.038169020341814e-26	730.7617219018776	730.7617219018776	599.7959713714482	599.7959713714482	14.599352143284895	14.599352143284895	10.30263007219559	10.30263007219559
338.0	1.465567283550561e-25	729.5931992164658	729.5931992164658	599.7696602203258	599.7696602203258	14.705811840994139	14.705811840994139	10.353737531091742	10.353737531091742
339.0	3.0385380317395313e-25	728.429250934008	728.429250934008	599.7417537928563	599.7417537928563	14.812955270469384	14.812955270469384	10.405095849389449	10.405095849389449
340.0	6.27243886723336e-25	727.2698612674955	727.2698612674955	599.712252208089	599.712252208089	14.920786069067843	14.920786069067843	10.456706231918071	10.456706231918071
341.0	1.2892022169091765e-24	726.1150144842285	726.1150144842285	599.6811556063967	599.6811556063967	15.029307887701256	15.029307887701256	10.508569889029964	10.508569889029964
342.0	2.6382654840988787e-24	724.9646949054816	724.9646949054816	599.6484641488869	599.6484641488869	15.13852439084298	15.13852439084298	10.560688036623121	10.560688036623121
343.0	5.3756228763903156e-24	723.8188869061687	723.8188869061687	599.6141780168921	599.6141780168921	15.248439256534606	15.248439256534606	10.61306189616393	10.61306189616393
344.0	1.0905659574506306e-23	722.6775749145127	722.6775749145127	599.5782974115266	599.5782974115266	15.359056176392384	15.359056176392384	10.66569269470999	10.66569269470999
345.0	2.202865219045092e-23	721.5407434117183	721.5407434117183	599.5408225532992	599.5408225532992	15.470378855613053	15.470378855613053	10.718581664932984	10.718581664932984
346.0	4.430336979093033e-23	720.4083769316499	720.4083769316499	599.5017536817686	599.5017536817686	15.58241101297945	15.58241101297945	10.771730045141615	10.771730045141615
347.0	8.871528275698224e-23	719.2804600605093	719.2804600605093	599.4610910552407	599.4610910552407	15.695156380865681	15.695156380865681	10.825139079304646	10.825139079304646
348.0	1.768776531001886e-22	718.1569774365184	718.1569774365184	599.4188349504961	599.4188349504961	15.808618705241848	15.808618705241848	10.878810017073924	10.878810017073924
349.0	3.511238573773791e-22	717.0379137496072	717.0379137496072	599.3749856625477	599.3749856625477	15.922801745678491	15.922801745678491	10.932744113807576	10.932744113807576
350.0	6.940017352862272e-22	715.9232537410996	715.9232537410996	599.3295435044197	599.3295435044197	16.037709275350547	16.037709275350547	10.98694263059318	10.98694263059318
351.0	1.3657575797812825e-21	714.8129822034086	714.8129822034086	599.2825088069504	599.2825088069504	16.153345081040957	16.153345081040957	11.04140683427105	11.04140683427105
352.0	2.6760826863043407e-21	713.7070839797291	713.7070839797291	599.233881918611	599.233881918611	16.269712963143867	16.269712963143867	11.096137997457564	11.096137997457564
353.0	5.220814741194276e-21	712.6055439637375	712.6055439637375	599.1836632053408	599.1836632053408	16.386816735667363	16.386816735667363	11.151137398568576	11.151137398568576
354.0	1.0141212494177101e-20	711.5083470992918	711.5083470992918	599.1318530503966	599.1318530503966	16.50466022623592	16.50466022623592	11.206406321842866	11.206406321842866
355.0	1.961346517186387e-20	710.4154783801357	710.4154783801357	599.0784518542132	599.0784518542132	16.623247276092354	16.623247276092354	11.261946057365684	11.261946057365684
356.0	3.7768663771063034e-20	709.3269228496054	709.3269228496054	599.0234600342766	599.0234600342766	16.742581740099332	16.742581740099332	11.31775790109235	11.31775790109235
357.0	7.241386986371977e-20	708.2426656003404	708.2426656003404	598.9668780250047	598.9668780250047	16.862667486740605	16.862667486740605	11.37384315487187	11.37384315487187
358.0	1.3823713997738452e-19	707.1626917739939	707.1626917739939	598.9087062776377	598.9087062776377	16.98350839812164	16.98350839812164	11.430203126470722	11.430203126470722
359.0	2.627486954789542e-19	706.0869865609502	706.0869865609502	598.8489452601359	598.8489452601359	17.10510836996999	17.10510836996999	11.486839129596605	11.486839129596605
360.0	4.972436464578696e-19	705.0155352000418	705.0155352000418	598.7875954570839	598.7875954570839	17.227471311635107	17.227471311635107	11.543752483922288	11.543752483922288
361.0	9.369378040538005e-19	703.9483229782691	703.9483229782691	598.7246573696015	598.7246573696015	17.350601146087886	17.350601146087886	11.60094451510954	11.60094451510954
362.0	1.7577824655653695e-18	702.8853352305257	702.8853352305257	598.6601315152595	598.6601315152595	17.474501809919566	17.474501809919566	11.658416554833096	11.658416554833096
363.0	3.2834646053163612e-18	701.8265573393232	701.8265573393232	598.5940184280012	598.5940184280012	17.599177253340393	17.599177253340393	11.716169940804699	11.716169940804699
364.0	6.106781706217996e-18	700.7719747345207	700.7719747345207	598.5263186580675	598.5263186580675	17.724631440177767	17.724631440177767	11.774206016797217	11.774206016797217
365.0	1.1308507709186233e-17	699.7215728930546	699.7215728930546	598.4570327719264	598.4570327719264	17.85086834787388	17.85086834787388	11.832526132668766	11.832526132668766
366.0	2.0850239436153902e-17	698.6753373386739	698.6753373386739	598.3861613522063	598.3861613522063	17.977891967483046	17.977891967483046	11.891131644386991	11.891131644386991
367.0	3.8276272735039204e-17	697.6332536416751	697.6332536416751	598.3137049976333	598.3137049976333	18.105706303668494	18.105706303668494	11.950023914053338	11.950023914053338
368.0	6.996181697219807e-17	696.595307418642	696.595307418642	598.2396643229697	598.2396643229697	18.234315374698735	18.234315374698735	12.009204309927386	12.009204309927386
